model,activation,dropout,epochs,batch_size,train_loss,train_acc,test_loss,test_acc,gap,fit_time_s
ReLU+Drop0.1,relu,0.1,20,512,0.5244371294975281,0.8203333616256714,0.5114794969558716,0.8237000107765198,-0.0033666491508483887,23.2154057000007
ReLU+Drop0.2,relu,0.2,20,512,0.5718164443969727,0.8028166890144348,0.5300459861755371,0.8147000074386597,-0.011883318424224854,23.330308600001445
ReLU+Drop0.4,relu,0.4,20,512,0.6462796330451965,0.7753333449363708,0.5513439774513245,0.8062000274658203,-0.030866682529449463,24.243277299996407
ReLU+Drop0.5,relu,0.5,20,512,0.7032793760299683,0.7540666460990906,0.5805452466011047,0.7932999730110168,-0.03923332691192627,23.874223400001938
ReLU+Drop0.6,relu,0.6,20,512,0.7800251245498657,0.7223333120346069,0.6101115942001343,0.7829999923706055,-0.060666680335998535,23.916607300001488
ReLU+Drop0.8,relu,0.8,20,512,1.1417200565338135,0.5710833072662354,0.8007009029388428,0.7139999866485596,-0.14291667938232422,24.06872950000252
ReLU+Drop0.7,relu,0.7,20,512,0.9157402515411377,0.6689666509628296,0.6806297898292542,0.7513999938964844,-0.08243334293365479,25.40773320000153
ReLU+Drop0.9,relu,0.9,20,512,1.857540488243103,0.2949333190917969,1.6216325759887695,0.5120000243186951,-0.2170667052268982,24.421333599995705
Sigmoid,sigmoid,0.0,20,1024,1.815531849861145,0.6418666839599609,1.798525333404541,0.635699987411499,0.006166696548461914,19.159090500004822
ReLU,relu,0.0,20,1024,0.5574798583984375,0.8154666423797607,0.578605592250824,0.8051000237464905,0.010366618633270264,18.918858199998795
ReLU+Dropout,relu,0.3,20,1024,0.7195192575454712,0.7518333196640015,0.6238715648651123,0.7809000015258789,-0.02906668186187744,21.165297999999893
GELU,gelu,0.0,20,1024,0.5582658648490906,0.8138833045959473,0.5800923109054565,0.8029999732971191,0.010883331298828125,19.346163299996988
Mish,mish,0.0,20,1024,0.5509700775146484,0.8152499794960022,0.5740513801574707,0.8041999936103821,0.011049985885620117,20.115451400000893
ReLU+Drop0.1,relu,0.1,20,1024,0.6209672689437866,0.7898333072662354,0.5877241492271423,0.7973999977111816,-0.007566690444946289,21.189998699999705
ReLU+Drop0.2,relu,0.2,20,1024,0.6830315589904785,0.7662000060081482,0.6177672147750854,0.7882000207901001,-0.022000014781951904,18.40418150000187
ReLU+Drop0.4,relu,0.4,20,1024,0.7657416462898254,0.7321833372116089,0.6444612145423889,0.7760000228881836,-0.04381668567657471,19.506633200006036
ReLU+Drop0.5,relu,0.5,20,1024,0.8433645963668823,0.699566662311554,0.6811603307723999,0.7584999799728394,-0.0589333176612854,17.98379289999866
ReLU+Drop0.6,relu,0.6,20,1024,0.9659467935562134,0.6503833532333374,0.7421247959136963,0.7275999784469604,-0.07721662521362305,18.638552300006268
ReLU+Drop0.7,relu,0.7,20,1024,1.112277626991272,0.5911999940872192,0.8070250153541565,0.7120000123977661,-0.12080001831054688,18.11691850000352
ReLU+Drop0.8,relu,0.8,20,1024,1.4723132848739624,0.470550000667572,1.0889835357666016,0.6812999844551086,-0.21074998378753662,18.548284900003637
Sigmoid,sigmoid,0.0,20,2048,2.0899245738983154,0.5425333380699158,2.0838069915771484,0.5343999862670898,0.008133351802825928,15.926641900005052
ReLU+Drop0.9,relu,0.9,20,1024,2.1391990184783936,0.21308332681655884,2.0603766441345215,0.516700029373169,-0.3036167025566101,20.042162100005953
ReLU,relu,0.0,20,2048,0.6700575351715088,0.7824000120162964,0.6847906112670898,0.7721999883651733,0.010200023651123047,15.317821199998434
ReLU+Dropout,relu,0.3,20,2048,0.8763793110847473,0.6949999928474426,0.7524580359458923,0.7325999736785889,-0.03759998083114624,17.347141600002942
GELU,gelu,0.0,20,2048,0.6508642435073853,0.7889666557312012,0.666450023651123,0.7770000100135803,0.01196664571762085,17.09121420000156
Mish,mish,0.0,20,2048,0.6621094942092896,0.7837499976158142,0.6756922006607056,0.7754999995231628,0.008249998092651367,18.947405899998557
ReLU+Drop0.2,relu,0.2,20,2048,0.8166152834892273,0.7162833213806152,0.728568971157074,0.7454000115394592,-0.029116690158843994,17.19152259999828
ReLU+Drop0.4,relu,0.4,20,2048,0.9299282431602478,0.6712166666984558,0.7669534683227539,0.728600025177002,-0.05738335847854614,17.074900600004185
ReLU+Drop0.1,relu,0.1,20,2048,0.7628371715545654,0.7390166521072388,0.7097492814064026,0.7595000267028809,-0.02048337459564209,19.219939999995404
ReLU+Drop0.6,relu,0.6,20,2048,1.1777637004852295,0.5754666924476624,0.8846978545188904,0.6915000081062317,-0.11603331565856934,16.978492499998538
ReLU+Drop0.5,relu,0.5,20,2048,1.038770079612732,0.6338000297546387,0.8190732598304749,0.7160999774932861,-0.08229994773864746,18.701152500005264
ReLU+Drop0.7,relu,0.7,20,2048,1.351109504699707,0.5032666921615601,0.9844629764556885,0.666700005531311,-0.16343331336975098,19.94372250000015
Sigmoid,sigmoid,0.0,20,4096,2.2370047569274902,0.4338333308696747,2.2348945140838623,0.43309998512268066,0.0007333457469940186,16.47517649999645
ReLU+Drop0.8,relu,0.8,20,2048,1.764746904373169,0.3686000108718872,1.4134141206741333,0.6777999997138977,-0.3091999888420105,18.14016480000282
ReLU+Drop0.9,relu,0.9,20,2048,2.2307121753692627,0.17516666650772095,2.1890041828155518,0.4472000002861023,-0.27203333377838135,20.124468399997568
ReLU,relu,0.0,20,4096,0.8186239004135132,0.7301833629608154,0.8254402279853821,0.7214000225067139,0.008783340454101562,15.477007700006652
ReLU+Dropout,relu,0.3,20,4096,1.0709342956542969,0.6200000047683716,0.9135520458221436,0.6801000237464905,-0.060100018978118896,16.3242997999987
GELU,gelu,0.0,20,4096,0.8512400984764099,0.7301999926567078,0.8558489084243774,0.718500018119812,0.011699974536895752,16.617398599999433
Mish,mish,0.0,20,4096,0.8053761124610901,0.7350500226020813,0.8128455281257629,0.7293000221252441,0.005750000476837158,15.00512969999545
ReLU+Drop0.1,relu,0.1,20,4096,0.9152254462242126,0.6912333369255066,0.8557959198951721,0.7157999873161316,-0.024566650390625,15.426796400002786
ReLU+Drop0.2,relu,0.2,20,4096,1.002524733543396,0.6519166827201843,0.8907490372657776,0.6916999816894531,-0.0397832989692688,14.891048299999966
ReLU+Drop0.4,relu,0.4,20,4096,1.1738008260726929,0.5964166522026062,0.9514833092689514,0.6801999807357788,-0.08378332853317261,14.32640160000301
ReLU+Drop0.5,relu,0.5,20,4096,1.2690143585205078,0.547166645526886,1.0085952281951904,0.6585000157356262,-0.11133337020874023,14.044830400001956
ReLU+Drop0.6,relu,0.6,20,4096,1.4534189701080322,0.4831666648387909,1.140550136566162,0.6586999893188477,-0.17553332448005676,13.183591299995896
ReLU+Drop0.7,relu,0.7,20,4096,1.696202039718628,0.39533331990242004,1.3656814098358154,0.6521000266075134,-0.2567667067050934,13.344755500002066
ReLU+Drop0.8,relu,0.8,20,4096,2.0387609004974365,0.2511666715145111,1.8554298877716064,0.6197999715805054,-0.36863330006599426,13.414815100004489
Sigmoid,sigmoid,0.0,20,8192,2.262331247329712,0.3853333294391632,2.2613463401794434,0.37229999899864197,0.01303333044052124,11.892627699999139
ReLU+Drop0.9,relu,0.9,20,4096,2.2814581394195557,0.14623333513736725,2.234962224960327,0.35120001435279846,-0.2049666792154312,13.6246783999959
ReLU,relu,0.0,20,8192,1.0265198945999146,0.6853166818618774,1.0255054235458374,0.6779000163078308,0.007416665554046631,11.90208690000145
ReLU+Dropout,relu,0.3,20,8192,1.3088618516921997,0.562666654586792,1.1309213638305664,0.6571000218391418,-0.09443336725234985,13.548027500000899
GELU,gelu,0.0,20,8192,1.1199864149093628,0.6797833442687988,1.11321222782135,0.6715999841690063,0.00818336009979248,12.606508900003973
Mish,mish,0.0,20,8192,1.0992896556854248,0.6697166562080383,1.094826102256775,0.6621999740600586,0.007516682147979736,13.20388660000026
ReLU+Drop0.1,relu,0.1,20,8192,1.0898118019104004,0.6528666615486145,1.0255944728851318,0.6837000250816345,-0.03083336353302002,13.531014300002425
ReLU+Drop0.2,relu,0.2,20,8192,1.187819480895996,0.6087166666984558,1.065824270248413,0.6646999716758728,-0.05598330497741699,13.583679899995332
ReLU+Drop0.4,relu,0.4,20,8192,1.4436774253845215,0.5084333419799805,1.2173808813095093,0.6377000212669373,-0.1292666792869568,13.577903899997182
ReLU+Drop0.5,relu,0.5,20,8192,1.5827783346176147,0.44761666655540466,1.3290300369262695,0.6273999810218811,-0.17978331446647644,13.508945999994467
ReLU+Drop0.6,relu,0.6,20,8192,1.7748323678970337,0.3679666519165039,1.5318844318389893,0.6272000074386597,-0.25923335552215576,13.378552599999239
ReLU+Drop0.7,relu,0.7,20,8192,1.953878402709961,0.3076166808605194,1.7187374830245972,0.607200026512146,-0.2995833456516266,13.743516399998043
ReLU+Drop0.8,relu,0.8,20,8192,2.1914103031158447,0.1925833374261856,2.060736656188965,0.5663999915122986,-0.373816654086113,13.562054599999101
Sigmoid,sigmoid,0.0,20,16384,2.280379056930542,0.2368333339691162,2.2798376083374023,0.24799999594688416,-0.011166661977767944,11.956037899995863
ReLU+Drop0.9,relu,0.9,20,8192,2.3193016052246094,0.13785000145435333,2.2674856185913086,0.3167000114917755,-0.17885001003742218,13.390814600003068
ReLU,relu,0.0,20,16384,1.5133730173110962,0.6438500285148621,1.5001353025436401,0.6348999738693237,0.00895005464553833,11.937378100003116
ReLU+Dropout,relu,0.3,20,16384,1.7498642206192017,0.4318000078201294,1.6119290590286255,0.5967000126838684,-0.164900004863739,13.668904600002861
GELU,gelu,0.0,20,16384,1.5707447528839111,0.6142666935920715,1.5523207187652588,0.6144000291824341,-0.00013333559036254883,12.568015999997442
Mish,mish,0.0,20,16384,1.4026315212249756,0.6223000288009644,1.3907525539398193,0.6230000257492065,-0.0006999969482421875,13.129046299996844
ReLU+Drop0.1,relu,0.1,20,16384,1.5508853197097778,0.57955002784729,1.4877607822418213,0.6412000060081482,-0.061649978160858154,13.494569300004514
ReLU+Drop0.2,relu,0.2,20,16384,1.4878807067871094,0.5260999798774719,1.3739055395126343,0.6244000196456909,-0.098300039768219,13.48588110000128
ReLU+Drop0.4,relu,0.4,20,16384,1.776577353477478,0.4024166762828827,1.5905672311782837,0.60589998960495,-0.20348331332206726,13.201638600003207
ReLU+Drop0.5,relu,0.5,20,16384,1.8275086879730225,0.3546833395957947,1.60731840133667,0.6008999943733215,-0.24621665477752686,13.210394000001543
ReLU+Drop0.6,relu,0.6,20,16384,1.9923484325408936,0.2941666543483734,1.7915403842926025,0.5784000158309937,-0.28423336148262024,13.008663499997056
ReLU+Drop0.7,relu,0.7,20,16384,2.154886245727539,0.21191667020320892,1.965102195739746,0.5583999752998352,-0.3464833050966263,12.867069899999478
ReLU+Drop0.8,relu,0.8,20,16384,2.2622921466827393,0.15951666235923767,2.1294825077056885,0.4740999937057495,-0.31458333134651184,12.865536699995573
ReLU+Drop0.9,relu,0.9,20,16384,2.3611648082733154,0.08213333040475845,2.272639036178589,0.30399999022483826,-0.2218666598200798,12.582579499998246
Sigmoid,sigmoid,0.0,30,32,0.41990983486175537,0.850849986076355,0.4575440287590027,0.8352000117301941,0.01564997434616089,64.4036086000051
ReLU,relu,0.0,30,32,0.22212786972522736,0.9204833507537842,0.36145004630088806,0.8751999735832214,0.045283377170562744,61.70099860000482
ReLU+Dropout,relu,0.3,30,32,0.2951551377773285,0.893583357334137,0.33138906955718994,0.8795999884605408,0.013983368873596191,63.19367549999879
GELU,gelu,0.0,30,32,0.2536720335483551,0.9073833227157593,0.35665321350097656,0.8723999857902527,0.03498333692550659,62.827193699995405
ReLU+Drop0.1,relu,0.1,30,32,0.24891722202301025,0.9092166423797607,0.331890344619751,0.8838000297546387,0.02541661262512207,63.02604340000107
Mish,mish,0.0,30,32,0.2606304883956909,0.9047999978065491,0.3535601496696472,0.8726999759674072,0.032100021839141846,65.94616639999731
ReLU+Drop0.2,relu,0.2,30,32,0.27015221118927,0.9006833434104919,0.3270963728427887,0.8827999830245972,0.017883360385894775,63.36252349999995
ReLU+Drop0.4,relu,0.4,30,32,0.3155929744243622,0.8848833441734314,0.338985413312912,0.8781999945640564,0.006683349609375,63.18622379999579
ReLU+Drop0.5,relu,0.5,30,32,0.34826213121414185,0.8760166764259338,0.3438932001590729,0.8758999705314636,0.00011670589447021484,63.287426299997605
ReLU+Drop0.6,relu,0.6,30,32,0.39522141218185425,0.8626833558082581,0.36280450224876404,0.8700000047683716,-0.007316648960113525,63.17029380000167
ReLU+Drop0.7,relu,0.7,30,32,0.46065524220466614,0.8421833515167236,0.39184868335723877,0.8611999750137329,-0.019016623497009277,63.19605060000322
ReLU+Drop0.8,relu,0.8,30,32,0.646868884563446,0.7577333450317383,0.48866671323776245,0.8324999809265137,-0.07476663589477539,63.27053999999771
Sigmoid,sigmoid,0.0,30,64,0.485509991645813,0.8292499780654907,0.5120648145675659,0.8144000172615051,0.014849960803985596,40.25075469999865
ReLU,relu,0.0,30,64,0.2804557979106903,0.8997666835784912,0.39537060260772705,0.8597000241279602,0.040066659450531006,37.9566530000011
ReLU+Dropout,relu,0.3,30,64,0.3424619436264038,0.8773999810218811,0.35490840673446655,0.8712000250816345,0.006199955940246582,40.02545960000134
GELU,gelu,0.0,30,64,0.3091251254081726,0.8884333372116089,0.41591358184814453,0.853600025177002,0.034833312034606934,39.067529100000684
Mish,mish,0.0,30,64,0.31524381041526794,0.8866333365440369,0.4099217653274536,0.8547000288963318,0.03193330764770508,43.108766899997136
ReLU+Drop0.9,relu,0.9,30,32,1.171828031539917,0.5250333547592163,0.8879781365394592,0.6396999955177307,-0.1146666407585144,64.98410699999658
ReLU+Drop0.1,relu,0.1,30,64,0.2969183027744293,0.8931999802589417,0.34786614775657654,0.8758000135421753,0.017399966716766357,39.85436740000296
ReLU+Drop0.2,relu,0.2,30,64,0.3173246383666992,0.8858166933059692,0.35146304965019226,0.8741000294685364,0.011716663837432861,39.823057500005234
ReLU+Drop0.4,relu,0.4,30,64,0.36433476209640503,0.8707666397094727,0.3643651306629181,0.8694000244140625,0.0013666152954101562,39.95984699999826
ReLU+Drop0.5,relu,0.5,30,64,0.39678171277046204,0.8615833520889282,0.378166526556015,0.8626000285148621,-0.0010166764259338379,39.82746400000178
ReLU+Drop0.6,relu,0.6,30,64,0.43979406356811523,0.8473166823387146,0.3894556760787964,0.861299991607666,-0.013983309268951416,40.03488080000534
ReLU+Drop0.7,relu,0.7,30,64,0.5025377869606018,0.8269666433334351,0.4178256690502167,0.8501999974250793,-0.023233354091644287,40.35727890000271
ReLU,relu,0.0,30,128,0.33477914333343506,0.8826166391372681,0.40525299310684204,0.8569999933242798,0.02561664581298828,25.465889799997967
Sigmoid,sigmoid,0.0,30,128,0.6040003299713135,0.778166651725769,0.6192290782928467,0.7721999883651733,0.005966663360595703,26.652018999993743
ReLU+Dropout,relu,0.3,30,128,0.3972426950931549,0.8601166605949402,0.39056602120399475,0.8596000075340271,0.0005166530609130859,27.009889099994325
ReLU+Drop0.8,relu,0.8,30,64,0.6989625692367554,0.7439666390419006,0.5209801197052002,0.8226000070571899,-0.0786333680152893,40.85253509999893
ReLU+Drop0.9,relu,0.9,30,64,1.4148077964782715,0.4006333351135254,1.1146107912063599,0.5519999861717224,-0.15136665105819702,40.794522200005304
GELU,gelu,0.0,30,128,0.3563862442970276,0.8745166659355164,0.4252391457557678,0.8510000109672546,0.02351665496826172,26.920559899997897
ReLU+Drop0.1,relu,0.1,30,128,0.34993427991867065,0.8755166530609131,0.37515926361083984,0.8622999787330627,0.013216674327850342,27.54256709999754
Mish,mish,0.0,30,128,0.3595212996006012,0.8736333250999451,0.42555391788482666,0.8513000011444092,0.02233332395553589,29.301185699994676
ReLU+Drop0.2,relu,0.2,30,128,0.3712567687034607,0.8684999942779541,0.37860873341560364,0.8640999794006348,0.004400014877319336,27.637570000006235
ReLU+Drop0.4,relu,0.4,30,128,0.42255455255508423,0.8494666814804077,0.3972730338573456,0.857200026512146,-0.007733345031738281,27.743934400001308
ReLU+Drop0.5,relu,0.5,30,128,0.45199793577194214,0.8421000242233276,0.40521445870399475,0.8539999723434448,-0.011899948120117188,27.76832569999533
ReLU+Drop0.6,relu,0.6,30,128,0.5010742545127869,0.8285833597183228,0.42563822865486145,0.8471999764442444,-0.01861661672592163,27.863219899998512
ReLU+Drop0.7,relu,0.7,30,128,0.5821684002876282,0.7979166507720947,0.4586847722530365,0.8407999873161316,-0.042883336544036865,27.854887600005895
ReLU+Drop0.8,relu,0.8,30,128,0.7515664100646973,0.7261999845504761,0.5545846223831177,0.8054999709129333,-0.07929998636245728,27.819238200005202
ReLU,relu,0.0,30,256,0.38164839148521423,0.8676999807357788,0.44703808426856995,0.8442999720573425,0.02340000867843628,19.77286350000213
Sigmoid,sigmoid,0.0,30,256,0.7481764554977417,0.7349333167076111,0.7561939358711243,0.7272999882698059,0.007633328437805176,20.73830199999793
ReLU+Drop0.9,relu,0.9,30,128,1.4147381782531738,0.4158500134944916,1.2294443845748901,0.5498999953269958,-0.13404998183250427,28.16755579999881
ReLU+Dropout,relu,0.3,30,256,0.4607270359992981,0.8389999866485596,0.4318777322769165,0.8446000218391418,-0.005600035190582275,21.96131840000453
GELU,gelu,0.0,30,256,0.40447965264320374,0.8597333431243896,0.49221310019493103,0.8295000195503235,0.030233323574066162,20.09438030000456
Mish,mish,0.0,30,256,0.4087947905063629,0.8570500016212463,0.487138569355011,0.8288999795913696,0.02815002202987671,21.351731700000528
ReLU+Drop0.1,relu,0.1,30,256,0.41804295778274536,0.8542666435241699,0.4255150258541107,0.8489999771118164,0.005266666412353516,21.645711799996207
ReLU+Drop0.2,relu,0.2,30,256,0.4351670444011688,0.8461833596229553,0.4243957996368408,0.8500999808311462,-0.003916621208190918,21.65144069999951
ReLU+Drop0.4,relu,0.4,30,256,0.49214303493499756,0.8270833492279053,0.4462025463581085,0.8410000205039978,-0.01391667127609253,21.637377600003674
ReLU+Drop0.5,relu,0.5,30,256,0.531013548374176,0.8145833611488342,0.4591050148010254,0.8306999802589417,-0.016116619110107422,22.570777199995064
ReLU+Drop0.6,relu,0.6,30,256,0.5772804617881775,0.8011166453361511,0.47552499175071716,0.8277000188827515,-0.026583373546600342,23.7932484999983
ReLU+Drop0.7,relu,0.7,30,256,0.6718671917915344,0.7651000022888184,0.5149846076965332,0.8208000063896179,-0.05570000410079956,23.46369589999813
Sigmoid,sigmoid,0.0,30,512,1.0571672916412354,0.6871166825294495,1.0557897090911865,0.6829000115394592,0.004216670989990234,17.934338800005207
ReLU+Drop0.9,relu,0.9,30,256,1.510509967803955,0.37708333134651184,1.312716007232666,0.5134999752044678,-0.13641664385795593,24.044622599998547
ReLU+Drop0.8,relu,0.8,30,256,0.8894568085670471,0.6616833209991455,0.671707272529602,0.7674999833106995,-0.10581666231155396,24.592552800000703
ReLU,relu,0.0,30,512,0.43344831466674805,0.850350022315979,0.4843284785747528,0.8289999961853027,0.02135002613067627,18.22610259999783
ReLU+Dropout,relu,0.3,30,512,0.5385863184928894,0.8135666847229004,0.49014708399772644,0.8281999826431274,-0.01463329792022705,20.82264820000273
